om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
164,2018,5,4,2018-05-04,08:12:00,9,OK,40,0,0.75,0,0,0,0,41.17407590451929,-96.45489508899377,0,0,1,1,1,1,1,0,0,0,0,0
165,2011,4,12,2011-04-12,05:31:00,3,OK,40,0,1.5,0,0,0,0,44.45357041864092,-95.3870295359001,0,0,1,1,1,1,1,0,0,0,0,0
166,2016,10,22,2016-10-22,15:45:00,9,OK,40,0,1.25,0,0,0,0,30.293086608625515,-89.00549775517159,0,0,1,1,1,1,1,0,0,0,0,0
167,2015,6,23,2015-06-23,05:27:00,3,OK,40,0,2.5,0,0,0,0,36.99465003477377,-91.80163917504566,0,0,1,1,1,1,1,0,0,0,0,0
168,2020,7,3,2020-07-03,18:58:00,9,OK,40,0,1.0,0,0,0,0,30.248566920534753,-80.74975411414474,0,0,1,1,1,1,1,0,0,0,0,0
169,2022,1,21,2022-01-21,00:03:00,3,OK,40,0,0.75,0,0,0,0,28.518563242420438,-88.94355288619947,0,0,1,1,1,1,1,0,0,0,0,0
170,2016,10,13,2016-10-13,04:51:00,3,OK,40,0,0.75,0,0,0,0,40.71516054430457,-91.36576671898935,0,0,1,1,1,1,1,0,0,0,0,0
171,2013,6,10,2013-06-10,00:20:00,3,OK,40,0,1.25,0,0,0,0,44.715612420350226,-80.98802293531533,0,0,1,1,1,1,1,0,0,0,0,0
172,2019,5,15,2019-05-15,05:10:00,3,OK,40,0,1.5,0,0,0,0,38.12185581331676,-98.16772298362494,0,0,1,1,1,1,1,0,0,0,0,0
173,2010,5,13,2010-05-13,18:51:00,9,OK,40,0,2.0,0,0,0,0,29.231354965076772,-94.56436017033461,0,0,1,1,1,1,1,0,0,0,0,0
174,2017,7,7,2017-07-07,13:09:00,3,OK,40,0,2.5,0,0,0,0,29.04937564149817,-93.07211128634631,0,0,1,1,1,1,1,0,0,0,0,0
175,2011,5,6,2011-05-06,19:05:00,9,OK,40,0,1.25,0,0,0,0,33.347305182352756,-82.92994764263238,0,0,1,1,1,1,1,0,0,0,0,0
176,2012,2,24,2012-02-24,02:13:00,3,OK,40,0,1.5,0,0,0,0,34.475029027282154,-84.67176032084394,0,0,1,1,1,1,1,0,0,0,0,0
177,2012,12,13,2012-12-13,15:40:00,3,OK,40,0,2.5,0,0,0,0,28.065730232097348,-93.9057165035897,0,0,1,1,1,1,1,0,0,0,0,0
178,2015,6,29,2015-06-29,08:17:00,9,OK,40,0,2.5,0,0,0,0,42.32560935325248,-82.54873284940831,0,0,1,1,1,1,1,0,0,0,0,0
179,2011,12,8,2011-12-08,09:58:00,3,OK,40,0,1.0,0,0,0,0,35.96585602850726,-98.74886669740914,0,0,1,1,1,1,1,0,0,0,0,0
180,2021,3,1,2021-03-01,00:45:00,3,OK,40,0,1.5,0,0,0,0,44.92703059536879,-90.1306611981577,0,0,1,1,1,1,1,0,0,0,0,0
181,2012,8,10,2012-08-10,06:25:00,3,OK,40,0,2.0,0,0,0,0,43.03049789661067,-86.90631524651847,0,0,1,1,1,1,1,0,0,0,0,0
182,2022,5,2,2022-05-02,00:03:00,3,OK,40,0,1.5,0,0,0,0,36.51319723280153,-93.75611371249563,0,0,1,1,1,1,1,0,0,0,0,0
183,2012,1,20,2012-01-20,09:00:00,3,OK,40,0,1.5,0,0,0,0,38.659988170524606,-98.61657855217959,0,0,1,1,1,1,1,0,0,0,0,0
184,2012,11,5,2012-11-05,17:54:00,9,OK,40,0,3.0,0,0,0,0,33.34738398728546,-94.85679381260941,0,0,1,1,1,1,1,0,0,0,0,0
185,2019,5,19,2019-05-19,03:14:00,3,OK,40,0,1.25,0,0,0,0,33.15705377502926,-90.3245645509945,0,0,1,1,1,1,1,0,0,0,0,0
186,2019,5,10,2019-05-10,05:52:00,9,OK,40,0,2.0,0,0,0,0,30.213484357581944,-93.63787279857823,0,0,1,1,1,1,1,0,0,0,0,0
187,2016,8,5,2016-08-05,17:14:00,3,OK,40,0,2.0,0,0,0,0,37.271803678038914,-91.68656287068485,0,0,1,1,1,1,1,0,0,0,0,0
188,2022,12,23,2022-12-23,18:23:00,3,OK,40,0,0.75,0,0,0,0,29.388411506419274,-98.13750764570288,0,0,1,1,1,1,1,0,0,0,0,0
189,2016,9,17,2016-09-17,13:06:00,3,OK,40,0,0.75,0,0,0,0,35.59661420688346,-99.71452913016631,0,0,1,1,1,1,1,0,0,0,0,0
190,2011,10,15,2011-10-15,11:15:00,3,OK,40,0,1.0,0,0,0,0,33.4693151387586,-82.44774704826621,0,0,1,1,1,1,1,0,0,0,0,0
191,2021,7,12,2021-07-12,00:05:00,9,OK,40,0,1.0,0,0,0,0,41.43906670193152,-98.43776508292342,0,0,1,1,1,1,1,0,0,0,0,0
192,2019,3,27,2019-03-27,21:54:00,9,OK,40,0,2.0,0,0,0,0,34.484575434340215,-94.14350848059024,0,0,1,1,1,1,1,0,0,0,0,0
193,2015,2,10,2015-02-10,06:00:00,3,OK,40,0,2.5,0,0,0,0,43.32542013144884,-86.71909252499478,0,0,1,1,1,1,1,0,0,0,0,0
194,2017,7,14,2017-07-14,12:39:00,3,OK,40,0,2.5,0,0,0,0,31.222017311542935,-83.10991139364823,0,0,1,1,1,1,1,0,0,0,0,0
195,2012,9,15,2012-09-15,09:07:00,9,OK,40,0,1.5,0,0,0,0,43.81929176075502,-93.57474526634917,0,0,1,1,1,1,1,0,0,0,0,0
196,2022,3,28,2022-03-28,17:17:00,9,OK,40,0,0.75,0,0,0,0,38.085872958268936,-86.95862996461665,0,0,1,1,1,1,1,0,0,0,0,0
197,2014,10,26,2014-10-26,12:32:00,9,OK,40,0,1.0,0,0,0,0,30.0441072378397,-90.55737413525229,0,0,1,1,1,1,1,0,0,0,0,0
198,2015,7,18,2015-07-18,18:58:00,3,OK,40,0,2.0,0,0,0,0,36.536552898499,-98.97973933856107,0,0,1,1,1,1,1,0,0,0,0,0
199,2013,8,14,2013-08-14,06:29:00,3,OK,40,0,3.0,0,0,0,0,32.55460918564293,-91.83273993676914,0,0,1,1,1,1,1,0,0,0,0,0
200,2011,9,15,2011-09-15,15:31:00,3,OK,40,0,1.5,0,0,0,0,40.73362044836476,-99.40303895068708,0,0,1,1,1,1,1,0,0,0,0,0
201,2011,2,5,2011-02-05,22:15:00,9,OK,40,0,1.25,0,0,0,0,39.07226045979203,-80.71619404986397,0,0,1,1,1,1,1,0,0,0,0,0
202,2015,9,15,2015-09-15,07:11:00,3,OK,40,0,1.5,0,0,0,0,29.066520692404517,-84.7563240001085,0,0,1,1,1,1,1,0,0,0,0,0
203,2015,3,14,2015-03-14,00:43:00,9,OK,40,0,0.75,0,0,0,0,35.098285737760946,-93.21415340847422,0,0,1,1,1,1,1,0,0,0,0,0
204,2014,7,12,2014-07-12,05:31:00,9,OK,40,0,2.5,0,0,0,0,43.08131545283211,-95.30519139971997,0,0,1,1,1,1,1,0,0,0,0,0
205,2013,1,10,2013-01-10,04:18:00,9,OK,40,0,1.5,0,0,0,0,34.93305887494931,-91.99345662537765,0,0,1,1,1,1,1,0,0,0,0,0
206,2015,9,17,2015-09-17,07:43:00,9,OK,40,0,0.75,0,0,0,0,40.64171954812149,-93.67671085475573,0,0,1,1,1,1,1,0,0,0,0,0
207,2022,8,15,2022-08-15,13:38:00,9,OK,40,0,1.25,0,0,0,0,29.927503710936392,-92.58411182357314,0,0,1,1,1,1,1,0,0,0,0,0
208,2016,1,29,2016-01-29,11:22:00,3,OK,40,0,1.5,0,0,0,0,42.7375826573643,-81.62571141084364,0,0,1,1,1,1,1,0,0,0,0,0
209,2019,5,11,2019-05-11,04:07:00,3,OK,40,0,1.25,0,0,0,0,36.54133997754536,-91.90949712813041,0,0,1,1,1,1,1,0,0,0,0,0
210,2014,3,18,2014-03-18,06:52:00,9,OK,40,0,0.75,0,0,0,0,44.10872685991143,-85.17201017585657,0,0,1,1,1,1,1,0,0,0,0,0
211,2010,12,21,2010-12-21,06:35:00,3,OK,40,0,0.75,0,0,0,0,37.13445992235021,-96.86373958214384,0,0,1,1,1,1,1,0,0,0,0,0
212,2023,6,6,2023-06-06,08:19:00,9,OK,40,0,0.75,0,0,0,0,41.076836626214565,-89.32637847003403,0,0,1,1,1,1,1,0,0,0,0,0
213,2018,8,21,2018-08-21,06:05:00,3,OK,40,0,2.5,0,0,0,0,44.52593623071165,-90.12532073058739,0,0,1,1,1,1,1,0,0,0,0,0
214,2011,7,8,2011-07-08,16:49:00,3,OK,40,0,2.0,0,0,0,0,40.39889916880936,-88.17536106591297,0,0,1,1,1,1,1,0,0,0,0,0
215,2010,11,7,2010-11-07,02:00:00,3,OK,40,0,0.75,0,0,0,0,37.813646718134436,-86.40225020271416,0,0,1,1,1,1,1,0,0,0,0,0
216,2014,9,8,2014-09-08,16:43:00,3,OK,40,0,1.0,0,0,0,0,34.23403837335857,-82.77961116370805,0,0,1,1,1,1,1,0,0,0,0,0
217,2014,6,17,2014-06-17,00:01:00,3,OK,40,0,1.5,0,0,0,0,28.72292648794045,-95.40065506526686,0,0,1,1,1,1,1,0,0,0,0,0
218,2015,4,4,2015-04-04,04:50:00,9,OK,40,0,2.5,0,0,0,0,35.35327705568566,-92.36931778683481,0,0,1,1,1,1,1,0,0,0,0,0
219,2017,10,28,2017-10-28,00:53:00,3,OK,40,0,3.0,0,0,0,0,35.01216778481763,-98.85634424027712,0,0,1,1,1,1,1,0,0,0,0,0
220,2020,8,14,2020-08-14,17:58:00,9,OK,40,0,3.0,0,0,0,0,41.99205837983841,-87.51637440224518,0,0,1,1,1,1,1,0,0,0,0,0
221,2016,3,5,2016-03-05,16:14:00,9,OK,40,0,2.0,0,0,0,0,31.21729600536548,-81.30480171327562,0,0,1,1,1,1,1,0,0,0,0,0
222,2023,9,30,2023-09-30,08:52:00,3,OK,40,0,1.25,0,0,0,0,40.62496248321543,-92.07605782546716,0,0,1,1,1,1,1,0,0,0,0,0
223,2013,6,20,2013-06-20,21:57:00,3,OK,40,0,1.25,0,0,0,0,28.6385814191086,-80.56497837312321,0,0,1,1,1,1,1,0,0,0,0,0
224,2010,2,23,2010-02-23,18:18:00,3,OK,40,0,1.0,0,0,0,0,43.06821057760139,-88.04249510663739,0,0,1,1,1,1,1,0,0,0,0,0
225,2013,1,6,2013-01-06,16:41:00,3,OK,40,0,1.5,0,0,0,0,39.35502413392086,-95.77506581413961,0,0,1,1,1,1,1,0,0,0,0,0
226,2014,8,25,2014-08-25,21:06:00,9,OK,40,0,2.5,0,0,0,0,35.18154438360036,-89.40941949495179,0,0,1,1,1,1,1,0,0,0,0,0
227,2016,11,15,2016-11-15,10:36:00,3,OK,40,0,1.0,0,0,0,0,32.51363127627834,-87.19908908954952,0,0,1,1,1,1,1,0,0,0,0,0
228,2016,8,18,2016-08-18,00:43:00,9,OK,40,0,3.0,0,0,0,0,31.134817681620856,-86.67454335254232,0,0,1,1,1,1,1,0,0,0,0,0
229,2012,6,23,2012-06-23,08:49:00,3,OK,40,0,2.5,0,0,0,0,37.95596730654319,-87.239163832887,0,0,1,1,1,1,1,0,0,0,0,0
230,2015,9,26,2015-09-26,05:32:00,9,OK,40,0,1.5,0,0,0,0,34.97405747443506,-96.20772061323088,0,0,1,1,1,1,1,0,0,0,0,0
231,2020,2,20,2020-02-20,06:11:00,9,OK,40,0,3.0,0,0,0,0,40.63138917306521,-95.83378826923354,0,0,1,1,1,1,1,0,0,0,0,0
232,2023,7,21,2023-07-21,10:23:00,3,OK,40,0,2.5,0,0,0,0,43.41516737528858,-95.17073898316805,0,0,1,1,1,1,1,0,0,0,0,0
233,2010,9,28,2010-09-28,13:59:00,9,OK,40,0,1.25,0,0,0,0,33.02607628289089,-85.34012168944568,0,0,1,1,1,1,1,0,0,0,0,0
234,2016,4,23,2016-04-23,20:24:00,9,OK,40,0,1.0,0,0,0,0,39.048306072456626,-90.01290951694865,0,0,1,1,1,1,1,0,0,0,0,0
235,2022,5,28,2022-05-28,20:50:00,3,OK,40,0,3.0,0,0,0,0,35.186277272331544,-86.5748885118624,0,0,1,1,1,1,1,0,0,0,0,0
236,2011,5,1,2011-05-01,13:08:00,9,OK,40,0,1.25,0,0,0,0,28.726562881353697,-84.01273179158571,0,0,1,1,1,1,1,0,0,0,0,0
237,2016,2,9,2016-02-09,02:53:00,3,OK,40,0,1.5,0,0,0,0,38.462355440756184,-88.71860959197464,0,0,1,1,1,1,1,0,0,0,0,0
238,2018,2,1,2018-02-01,04:19:00,9,OK,40,0,1.0,0,0,0,0,34.18294361905735,-90.57717918164762,0,0,1,1,1,1,1,0,0,0,0,0
239,2014,12,31,2014-12-31,16:02:00,9,OK,40,0,2.5,0,0,0,0,28.233342770548457,-91.94969806009998,0,0,1,1,1,1,1,0,0,0,0,0
240,2019,1,30,2019-01-30,14:50:00,3,OK,40,0,1.0,0,0,0,0,36.02875967810844,-89.27474259804865,0,0,1,1,1,1,1,0,0,0,0,0
241,2014,4,26,2014-04-26,01:28:00,9,OK,40,0,2.0,0,0,0,0,29.558371314825074,-97.00843039224578,0,0,1,1,1,1,1,0,0,0,0,0
242,2011,11,12,2011-11-12,07:38:00,9,OK,40,0,2.0,0,0,0,0,38.67888418141775,-84.27108994510456,0,0,1,1,1,1,1,0,0,0,0,0
243,2015,4,12,2015-04-12,11:56:00,3,OK,40,0,1.5,0,0,0,0,36.95043821195809,-81.74481525976866,0,0,1,1,1,1,1,0,0,0,0,0
244,2012,7,11,2012-07-11,13:46:00,9,OK,40,0,1.5,0,0,0,0,36.50592863376879,-83.75269927899015,0,0,1,1,1,1,1,0,0,0,0,0
245,2020,3,30,2020-03-30,04:43:00,9,OK,40,0,1.0,0,0,0,0,43.92694654431812,-83.56208866676928,0,0,1,1,1,1,1,0,0,0,0,0
246,2015,5,25,2015-05-25,01:33:00,9,OK,40,0,2.5,0,0,0,0,42.96726543817526,-83.41197174711223,0,0,1,1,1,1,1,0,0,0,0,0
247,2021,9,21,2021-09-21,12:52:00,9,OK,40,0,2.0,0,0,0,0,40.13687743239468,-96.48701768575252,0,0,1,1,1,1,1,0,0,0,0,0
248,2014,4,3,2014-04-03,16:13:00,3,OK,40,0,1.5,0,0,0,0,37.81819208227127,-80.08374541033453,0,0,1,1,1,1,1,0,0,0,0,0
249,2011,10,1,2011-10-01,05:45:00,3,OK,40,0,1.0,0,0,0,0,32.29027833294244,-86.85628419075401,0,0,1,1,1,1,1,0,0,0,0,0
250,2016,6,5,2016-06-05,01:33:00,3,OK,40,0,2.5,0,0,0,0,28.138767046592356,-91.58145871840206,0,0,1,1,1,1,1,0,0,0,0,0
251,2021,10,31,2021-10-31,08:10:00,9,OK,40,0,1.5,0,0,0,0,30.033790584155113,-82.23952295465928,0,0,1,1,1,1,1,0,0,0,0,0
252,2023,4,1,2023-04-01,01:51:00,3,OK,40,0,0.75,0,0,0,0,33.445001909362894,-88.35297454021546,0,0,1,1,1,1,1,0,0,0,0,0
253,2020,11,9,2020-11-09,22:23:00,3,OK,40,0,3.0,0,0,0,0,31.344373380450513,-80.12750981852997,0,0,1,1,1,1,1,0,0,0,0,0
254,2023,5,16,2023-05-16,00:13:00,3,OK,40,0,2.0,0,0,0,0,37.6900649821411,-84.95852611099592,0,0,1,1,1,1,1,0,0,0,0,0
255,2019,1,7,2019-01-07,00:51:00,9,OK,40,0,1.5,0,0,0,0,37.09414689741229,-92.64978581480548,0,0,1,1,1,1,1,0,0,0,0,0
256,2022,4,14,2022-04-14,02:46:00,3,OK,40,0,2.5,0,0,0,0,34.626454563993484,-85.14875549395,0,0,1,1,1,1,1,0,0,0,0,0
257,2018,12,13,2018-12-13,10:30:00,3,OK,40,0,2.5,0,0,0,0,41.60925693401976,-85.39780055549878,0,0,1,1,1,1,1,0,0,0,0,0
258,2014,1,14,2014-01-14,16:00:00,9,OK,40,0,1.25,0,0,0,0,40.42967147947776,-93.74018444446405,0,0,1,1,1,1,1,0,0,0,0,0
259,2019,7,29,2019-07-29,23:43:00,3,OK,40,0,1.0,0,0,0,0,39.694008720706314,-82.31649518286348,0,0,1,1,1,1,1,0,0,0,0,0
260,2016,12,11,2016-12-11,02:07:00,3,OK,40,0,1.0,0,0,0,0,36.545479206539554,-97.18470167265413,0,0,1,1,1,1,1,0,0,0,0,0
261,2021,1,31,2021-01-31,07:03:00,9,OK,40,0,2.0,0,0,0,0,28.73856890020224,-92.69452970392115,0,0,1,1,1,1,1,0,0,0,0,0
262,2023,7,7,2023-07-07,05:46:00,9,OK,40,0,2.0,0,0,0,0,35.27647139427929,-87.27451617944384,0,0,1,1,1,1,1,0,0,0,0,0
263,2017,10,11,2017-10-11,13:00:00,9,OK,40,0,2.5,0,0,0,0,36.486091187378825,-90.4172176158345,0,0,1,1,1,1,1,0,0,0,0,0
264,2013,5,24,2013-05-24,20:31:00,9,OK,40,0,1.0,0,0,0,0,35.61340913772059,-86.43688204828177,0,0,1,1,1,1,1,0,0,0,0,0
265,2019,6,13,2019-06-13,00:08:00,3,OK,40,0,2.5,0,0,0,0,28.076068654099462,-80.05292637854046,0,0,1,1,1,1,1,0,0,0,0,0
266,2023,5,3,2023-05-03,07:03:00,3,OK,40,0,2.5,0,0,0,0,39.09129059934929,-98.44006725877774,0,0,1,1,1,1,1,0,0,0,0,0
267,2011,7,18,2011-07-18,01:11:00,9,OK,40,0,1.5,0,0,0,0,32.37567718062425,-84.82062282334482,0,0,1,1,1,1,1,0,0,0,0,0
268,2011,11,11,2011-11-11,03:23:00,9,OK,40,0,3.0,0,0,0,0,28.75920001411057,-83.65150982898129,0,0,1,1,1,1,1,0,0,0,0,0
269,2022,9,7,2022-09-07,02:20:00,9,OK,40,0,2.0,0,0,0,0,36.55896635944842,-94.35597117373138,0,0,1,1,1,1,1,0,0,0,0,0
270,2020,3,21,2020-03-21,02:01:00,9,OK,40,0,2.0,0,0,0,0,43.649305505240775,-94.8968789518772,0,0,1,1,1,1,1,0,0,0,0,0
271,2023,6,1,2023-06-01,21:06:00,9,OK,40,0,1.0,0,0,0,0,28.50048481722248,-91.1728475440035,0,0,1,1,1,1,1,0,0,0,0,0
272,2012,5,18,2012-05-18,23:46:00,9,OK,40,0,1.0,0,0,0,0,28.233607082214537,-92.12286484813423,0,0,1,1,1,1,1,0,0,0,0,0
273,2021,8,17,2021-08-17,17:04:00,9,OK,40,0,1.5,0,0,0,0,37.99171747666644,-89.84361864875689,0,0,1,1,1,1,1,0,0,0,0,0
274,2014,2,15,2014-02-15,05:42:00,3,OK,40,0,1.0,0,0,0,0,37.2307660342426,-95.76831596915483,0,0,1,1,1,1,1,0,0,0,0,0
275,2023,10,3,2023-10-03,03:35:00,3,OK,40,0,0.75,0,0,0,0,28.267007924718087,-90.12399049929917,0,0,1,1,1,1,1,0,0,0,0,0
276,2016,12,31,2016-12-31,21:47:00,9,OK,40,0,2.5,0,0,0,0,29.752168761464837,-83.74495154385946,0,0,1,1,1,1,1,0,0,0,0,0
277,2018,8,17,2018-08-17,06:22:00,3,OK,40,0,1.5,0,0,0,0,42.21870891900979,-82.34233215464349,0,0,1,1,1,1,1,0,0,0,0,0
278,2019,11,1,2019-11-01,19:30:00,9,OK,40,0,2.5,0,0,0,0,35.694853590444566,-86.66475475062865,0,0,1,1,1,1,1,0,0,0,0,0
279,2011,6,8,2011-06-08,22:38:00,9,OK,40,0,1.25,0,0,0,0,30.114583532897456,-94.23739072103875,0,0,1,1,1,1,1,0,0,0,0,0
280,2014,9,24,2014-09-24,23:11:00,9,OK,40,0,1.5,0,0,0,0,30.65064823073342,-82.53509763316498,0,0,1,1,1,1,1,0,0,0,0,0
281,2017,2,11,2017-02-11,21:52:00,3,OK,40,0,0.75,0,0,0,0,38.3941865119076,-91.57544178010592,0,0,1,1,1,1,1,0,0,0,0,0
282,2013,4,8,2013-04-08,12:34:00,9,OK,40,0,1.25,0,0,0,0,33.58732191123923,-95.36385619470231,0,0,1,1,1,1,1,0,0,0,0,0
283,2012,11,24,2012-11-24,22:55:00,3,OK,40,0,1.5,0,0,0,0,28.436988944842312,-97.30805381984062,0,0,1,1,1,1,1,0,0,0,0,0
284,2010,7,29,2010-07-29,10:03:00,3,OK,40,0,1.0,0,0,0,0,38.81231443570479,-80.76662284114393,0,0,1,1,1,1,1,0,0,0,0,0
285,2022,5,20,2022-05-20,14:49:00,3,OK,40,0,1.25,0,0,0,0,28.549999742899963,-98.24041691070525,0,0,1,1,1,1,1,0,0,0,0,0
286,2018,8,9,2018-08-09,12:42:00,3,OK,40,0,3.0,0,0,0,0,29.87475912437911,-89.40479070130544,0,0,1,1,1,1,1,0,0,0,0,0
287,2018,10,9,2018-10-09,09:00:00,3,OK,40,0,2.0,0,0,0,0,30.69906022435716,-95.95645456885617,0,0,1,1,1,1,1,0,0,0,0,0
288,2021,6,19,2021-06-19,05:06:00,9,OK,40,0,3.0,0,0,0,0,30.435724495190946,-82.63439209075992,0,0,1,1,1,1,1,0,0,0,0,0
289,2018,4,9,2018-04-09,07:33:00,9,OK,40,0,1.0,0,0,0,0,40.94657008782134,-96.10946612981083,0,0,1,1,1,1,1,0,0,0,0,0
290,2014,8,31,2014-08-31,21:29:00,3,OK,40,0,1.5,0,0,0,0,29.58857275002031,-85.27040481232414,0,0,1,1,1,1,1,0,0,0,0,0
291,2010,8,2,2010-08-02,19:21:00,3,OK,40,0,1.0,0,0,0,0,30.526907052568205,-96.69768063176681,0,0,1,1,1,1,1,0,0,0,0,0
292,2023,5,22,2023-05-22,10:14:00,3,OK,40,0,1.0,0,0,0,0,35.599264672738876,-81.23775502606776,0,0,1,1,1,1,1,0,0,0,0,0
293,2021,7,5,2021-07-05,19:52:00,9,OK,40,0,1.0,0,0,0,0,30.381422744945525,-86.73350001114629,0,0,1,1,1,1,1,0,0,0,0,0
294,2020,12,16,2020-12-16,14:22:00,3,OK,40,0,2.0,0,0,0,0,40.697912467798474,-91.697582700646,0,0,1,1,1,1,1,0,0,0,0,0
295,2013,11,6,2013-11-06,20:27:00,9,OK,40,0,1.0,0,0,0,0,36.29167946138129,-80.75034980528486,0,0,1,1,1,1,1,0,0,0,0,0
296,2017,2,16,2017-02-16,16:03:00,3,OK,40,0,2.0,0,0,0,0,42.953937736082516,-89.51898276884026,0,0,1,1,1,1,1,0,0,0,0,0
297,2017,6,18,2017-06-18,01:49:00,9,OK,40,0,1.5,0,0,0,0,28.647969879045107,-92.31852541376468,0,0,1,1,1,1,1,0,0,0,0,0
298,2021,3,2,2021-03-02,19:30:00,3,OK,40,0,0.75,0,0,0,0,42.5383726007737,-96.7504899318451,0,0,1,1,1,1,1,0,0,0,0,0
299,2021,7,5,2021-07-05,14:39:00,3,OK,40,0,2.0,0,0,0,0,30.614786226354287,-85.57821367257212,0,0,1,1,1,1,1,0,0,0,0,0
300,2014,2,6,2014-02-06,09:46:00,3,OK,40,0,1.0,0,0,0,0,43.735790510053576,-88.07334112420838,0,0,1,1,1,1,1,0,0,0,0,0
301,2023,11,28,2023-11-28,12:23:00,3,OK,40,0,2.0,0,0,0,0,33.54269886108002,-95.54214306044011,0,0,1,1,1,1,1,0,0,0,0,0
302,2020,8,18,2020-08-18,03:24:00,9,OK,40,0,3.0,0,0,0,0,36.68331164930576,-95.00076330702157,0,0,1,1,1,1,1,0,0,0,0,0
303,2019,10,12,2019-10-12,03:43:00,3,OK,40,0,1.25,0,0,0,0,28.40279929847136,-95.59235743485915,0,0,1,1,1,1,1,0,0,0,0,0
304,2011,12,10,2011-12-10,08:13:00,3,OK,40,0,1.5,0,0,0,0,40.39536147615839,-90.08316270036413,0,0,1,1,1,1,1,0,0,0,0,0
305,2020,4,22,2020-04-22,19:32:00,9,OK,40,0,1.0,0,0,0,0,31.634111852222652,-99.05421374075992,0,0,1,1,1,1,1,0,0,0,0,0
306,2011,4,1,2011-04-01,08:32:00,3,OK,40,0,3.0,0,0,0,0,43.582484622670435,-94.21505030884663,0,0,1,1,1,1,1,0,0,0,0,0
307,2021,4,12,2021-04-12,13:50:00,3,OK,40,0,3.0,0,0,0,0,39.250379777066684,-85.26752112005283,0,0,1,1,1,1,1,0,0,0,0,0
308,2010,12,11,2010-12-11,13:54:00,3,OK,40,0,1.25,0,0,0,0,32.821525474026515,-87.5754019333465,0,0,1,1,1,1,1,0,0,0,0,0
309,2019,1,26,2019-01-26,12:49:00,3,OK,40,0,1.25,0,0,0,0,32.43544601688706,-83.62807710990793,0,0,1,1,1,1,1,0,0,0,0,0
310,2014,9,25,2014-09-25,20:25:00,3,OK,40,0,2.0,0,0,0,0,30.898146625743312,-85.10350090168414,0,0,1,1,1,1,1,0,0,0,0,0
311,2022,7,31,2022-07-31,14:09:00,9,OK,40,0,1.25,0,0,0,0,41.63179855847076,-99.57445325279318,0,0,1,1,1,1,1,0,0,0,0,0
312,2015,6,11,2015-06-11,16:37:00,9,OK,40,0,1.0,0,0,0,0,35.454104732908824,-88.60861731775518,0,0,1,1,1,1,1,0,0,0,0,0
313,2010,12,20,2010-12-20,13:44:00,9,OK,40,0,2.5,0,0,0,0,32.70807539447577,-91.23166546393331,0,0,1,1,1,1,1,0,0,0,0,0
314,2020,8,7,2020-08-07,06:17:00,3,OK,40,0,1.25,0,0,0,0,44.197931706041096,-92.77399912455199,0,0,1,1,1,1,1,0,0,0,0,0
315,2013,9,17,2013-09-17,11:23:00,3,OK,40,0,3.0,0,0,0,0,41.6380941479641,-80.15236827077351,0,0,1,1,1,1,1,0,0,0,0,0
316,2021,1,19,2021-01-19,08:35:00,9,OK,40,0,3.0,0,0,0,0,37.967151178526436,-86.8607325848951,0,0,1,1,1,1,1,0,0,0,0,0
317,2020,9,7,2020-09-07,06:59:00,9,OK,40,0,3.0,0,0,0,0,41.64162714677015,-94.97859853722626,0,0,1,1,1,1,1,0,0,0,0,0
318,2013,6,23,2013-06-23,19:57:00,3,OK,40,0,1.25,0,0,0,0,30.04215464727865,-89.34267882590669,0,0,1,1,1,1,1,0,0,0,0,0
319,2013,1,30,2013-01-30,14:35:00,3,OK,40,0,2.0,0,0,0,0,39.426784201033286,-98.09536133787918,0,0,1,1,1,1,1,0,0,0,0,0
320,2020,9,16,2020-09-16,14:34:00,9,OK,40,0,1.0,0,0,0,0,33.51057677408485,-85.0945344044442,0,0,1,1,1,1,1,0,0,0,0,0
321,2014,3,8,2014-03-08,08:20:00,9,OK,40,0,2.5,0,0,0,0,39.68765253810929,-93.04696520759346,0,0,1,1,1,1,1,0,0,0,0,0
322,2014,4,11,2014-04-11,11:05:00,3,OK,40,0,0.75,0,0,0,0,44.348171200317964,-96.62233254322328,0,0,1,1,1,1,1,0,0,0,0,0
323,2016,10,19,2016-10-19,02:20:00,3,OK,40,0,1.5,0,0,0,0,41.26611304202451,-96.75157074041105,0,0,1,1,1,1,1,0,0,0,0,0
324,2017,10,29,2017-10-29,15:06:00,9,OK,40,0,0.75,0,0,0,0,37.61450023323239,-99.69542269259537,0,0,1,1,1,1,1,0,0,0,0,0
325,2020,12,19,2020-12-19,02:08:00,3,OK,40,0,0.75,0,0,0,0,40.674064539741266,-84.4423949348581,0,0,1,1,1,1,1,0,0,0,0,0
326,2023,9,6,2023-09-06,05:00:00,9,OK,40,0,1.0,0,0,0,0,35.96163833759449,-85.42600248611117,0,0,1,1,1,1,1,0,0,0,0,0
327,2012,2,4,2012-02-04,10:44:00,3,OK,40,0,1.0,0,0,0,0,32.75906803706123,-90.29948215000806,0,0,1,1,1,1,1,0,0,0,0,0
328,2018,3,26,2018-03-26,06:25:00,9,OK,40,0,1.25,0,0,0,0,28.690778679518903,-93.88070488192132,0,0,1,1,1,1,1,0,0,0,0,0
