om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
168,2023,12,22,2023-12-22,12:16:00,9,OK,40,0,1,0,0,0,0,39.957919521245046,-87.27620901828311,0,0,1,1,1,1,1,0,0,0,0,0
169,2016,4,1,2016-04-01,05:08:00,3,OK,40,0,4,0,0,0,0,34.002274328867344,-98.43850291643392,0,0,1,1,1,1,1,0,0,0,0,0
170,2014,10,7,2014-10-07,06:59:00,9,OK,40,0,2,0,0,0,0,30.625232219128204,-93.5356959761054,0,0,1,1,1,1,1,0,0,0,0,0
171,2022,1,5,2022-01-05,01:55:00,9,OK,40,0,1,0,0,0,0,33.315727339262594,-81.73215683085687,0,0,1,1,1,1,1,0,0,0,0,0
172,2020,5,9,2020-05-09,10:44:00,3,OK,40,0,1,0,0,0,0,43.03351184861529,-95.97989036638188,0,0,1,1,1,1,1,0,0,0,0,0
173,2017,8,7,2017-08-07,06:07:00,9,OK,40,0,4,0,0,0,0,44.2950498521661,-83.12819281453584,0,0,1,1,1,1,1,0,0,0,0,0
174,2017,2,16,2017-02-16,06:12:00,9,OK,40,0,0,0,0,0,0,31.527716479145266,-86.0735262983899,0,0,1,1,1,1,1,0,0,0,0,0
175,2013,3,8,2013-03-08,06:32:00,3,OK,40,0,3,0,0,0,0,41.403962579415506,-92.6735125833849,0,0,1,1,1,1,1,0,0,0,0,0
176,2021,2,27,2021-02-27,06:20:00,3,OK,40,0,2,0,0,0,0,32.6469285211778,-89.41651460574687,0,0,1,1,1,1,1,0,0,0,0,0
177,2011,9,16,2011-09-16,11:43:00,9,OK,40,0,0,0,0,0,0,43.08123623833393,-89.14387062494373,0,0,1,1,1,1,1,0,0,0,0,0
178,2012,2,10,2012-02-10,18:11:00,3,OK,40,0,4,0,0,0,0,30.814275417536344,-85.71892429852227,0,0,1,1,1,1,1,0,0,0,0,0
179,2021,2,3,2021-02-03,21:29:00,3,OK,40,0,0,0,0,0,0,39.321318617798966,-89.66888117801608,0,0,1,1,1,1,1,0,0,0,0,0
180,2013,5,26,2013-05-26,18:40:00,3,OK,40,0,1,0,0,0,0,29.431591500124103,-97.33848019631668,0,0,1,1,1,1,1,0,0,0,0,0
181,2017,6,4,2017-06-04,18:00:00,3,OK,40,0,2,0,0,0,0,44.55618650755578,-84.53090656956175,0,0,1,1,1,1,1,0,0,0,0,0
182,2012,4,1,2012-04-01,19:20:00,3,OK,40,0,3,0,0,0,0,39.91076685888923,-91.87455006187763,0,0,1,1,1,1,1,0,0,0,0,0
183,2022,1,21,2022-01-21,02:45:00,3,OK,40,0,3,0,0,0,0,42.31086756988645,-80.73812219576146,0,0,1,1,1,1,1,0,0,0,0,0
184,2013,4,13,2013-04-13,12:28:00,9,OK,40,0,0,0,0,0,0,37.633378769171586,-94.32972435413932,0,0,1,1,1,1,1,0,0,0,0,0
185,2018,3,17,2018-03-17,09:13:00,3,OK,40,0,2,0,0,0,0,36.10562318679062,-94.7384243940683,0,0,1,1,1,1,1,0,0,0,0,0
186,2017,2,8,2017-02-08,19:37:00,9,OK,40,0,0,0,0,0,0,38.57200065370421,-93.32985208649635,0,0,1,1,1,1,1,0,0,0,0,0
187,2012,3,18,2012-03-18,08:47:00,9,OK,40,0,4,0,0,0,0,36.988605698890616,-88.5536596808275,0,0,1,1,1,1,1,0,0,0,0,0
188,2019,6,28,2019-06-28,05:39:00,9,OK,40,0,0,0,0,0,0,35.9795340374676,-82.10260519598035,0,0,1,1,1,1,1,0,0,0,0,0
189,2015,10,23,2015-10-23,20:50:00,3,OK,40,0,3,0,0,0,0,40.91065427477993,-96.4743671971997,0,0,1,1,1,1,1,0,0,0,0,0
190,2022,1,11,2022-01-11,21:04:00,3,OK,40,0,3,0,0,0,0,31.02941623396756,-94.4064240480156,0,0,1,1,1,1,1,0,0,0,0,0
191,2020,8,22,2020-08-22,11:46:00,9,OK,40,0,0,0,0,0,0,30.909924818637695,-88.36640313704277,0,0,1,1,1,1,1,0,0,0,0,0
192,2012,1,1,2012-01-01,01:12:00,9,OK,40,0,3,0,0,0,0,35.341325061045005,-90.9133151567697,0,0,1,1,1,1,1,0,0,0,0,0
193,2014,12,1,2014-12-01,11:57:00,9,OK,40,0,4,0,0,0,0,33.45271457276408,-91.05354225488549,0,0,1,1,1,1,1,0,0,0,0,0
194,2014,12,29,2014-12-29,15:55:00,9,OK,40,0,3,0,0,0,0,29.26011680452141,-83.58531475807187,0,0,1,1,1,1,1,0,0,0,0,0
195,2019,6,29,2019-06-29,12:37:00,3,OK,40,0,1,0,0,0,0,42.35599837111849,-81.52243394977278,0,0,1,1,1,1,1,0,0,0,0,0
196,2019,11,21,2019-11-21,15:48:00,9,OK,40,0,1,0,0,0,0,41.11724771380395,-90.37386067860237,0,0,1,1,1,1,1,0,0,0,0,0
197,2022,5,23,2022-05-23,12:04:00,3,OK,40,0,-9,0,0,0,0,37.24666549665074,-86.25296409105452,0,0,1,1,1,1,1,0,0,0,0,0
198,2010,7,19,2010-07-19,21:41:00,9,OK,40,0,4,0,0,0,0,44.64851713349427,-83.97882577945212,0,0,1,1,1,1,1,0,0,0,0,0
199,2013,12,18,2013-12-18,18:36:00,3,OK,40,0,-9,0,0,0,0,29.23420113130929,-89.63267179225673,0,0,1,1,1,1,1,0,0,0,0,0
200,2016,7,17,2016-07-17,13:16:00,3,OK,40,0,0,0,0,0,0,41.03337811747387,-94.11367182092529,0,0,1,1,1,1,1,0,0,0,0,0
201,2023,8,2,2023-08-02,12:18:00,9,OK,40,0,0,0,0,0,0,32.528296657354645,-87.23830804555432,0,0,1,1,1,1,1,0,0,0,0,0
202,2018,7,14,2018-07-14,09:37:00,9,OK,40,0,0,0,0,0,0,34.26618163904078,-88.29781799387882,0,0,1,1,1,1,1,0,0,0,0,0
203,2017,10,21,2017-10-21,21:30:00,9,OK,40,0,0,0,0,0,0,31.72774954845215,-81.96874360520779,0,0,1,1,1,1,1,0,0,0,0,0
204,2015,5,9,2015-05-09,06:53:00,9,OK,40,0,3,0,0,0,0,41.41364415485171,-98.95185926460287,0,0,1,1,1,1,1,0,0,0,0,0
205,2023,4,26,2023-04-26,04:46:00,3,OK,40,0,-9,0,0,0,0,30.452081734366622,-81.79737225733066,0,0,1,1,1,1,1,0,0,0,0,0
206,2014,11,28,2014-11-28,16:35:00,3,OK,40,0,0,0,0,0,0,42.280283861499726,-89.31135943669281,0,0,1,1,1,1,1,0,0,0,0,0
207,2014,1,23,2014-01-23,08:48:00,3,OK,40,0,1,0,0,0,0,39.246820019907176,-99.68647767900173,0,0,1,1,1,1,1,0,0,0,0,0
208,2010,7,17,2010-07-17,05:00:00,3,OK,40,0,3,0,0,0,0,29.00339516957495,-93.10595642464423,0,0,1,1,1,1,1,0,0,0,0,0
209,2012,6,13,2012-06-13,15:49:00,3,OK,40,0,-9,0,0,0,0,41.78668943720261,-85.51332872249361,0,0,1,1,1,1,1,0,0,0,0,0
210,2010,5,17,2010-05-17,05:57:00,9,OK,40,0,4,0,0,0,0,38.67184717477065,-90.23133824128334,0,0,1,1,1,1,1,0,0,0,0,0
211,2016,2,16,2016-02-16,05:09:00,3,OK,40,0,3,0,0,0,0,43.38469943283181,-80.39681925118015,0,0,1,1,1,1,1,0,0,0,0,0
212,2016,3,7,2016-03-07,17:50:00,9,OK,40,0,2,0,0,0,0,40.72827920894685,-91.54779852337903,0,0,1,1,1,1,1,0,0,0,0,0
213,2013,10,24,2013-10-24,00:33:00,3,OK,40,0,0,0,0,0,0,37.53905576630617,-93.46729540747984,0,0,1,1,1,1,1,0,0,0,0,0
214,2019,5,13,2019-05-13,16:48:00,3,OK,40,0,1,0,0,0,0,42.22130207052636,-83.56656131140863,0,0,1,1,1,1,1,0,0,0,0,0
215,2010,6,18,2010-06-18,16:49:00,9,OK,40,0,4,0,0,0,0,32.726854051120775,-89.04186601283938,0,0,1,1,1,1,1,0,0,0,0,0
216,2017,10,23,2017-10-23,00:12:00,3,OK,40,0,-9,0,0,0,0,37.29815105135758,-86.35346841874882,0,0,1,1,1,1,1,0,0,0,0,0
217,2021,9,12,2021-09-12,10:06:00,3,OK,40,0,3,0,0,0,0,32.99148593665797,-83.88595323922645,0,0,1,1,1,1,1,0,0,0,0,0
218,2014,4,11,2014-04-11,12:51:00,9,OK,40,0,-9,0,0,0,0,44.459474648538645,-86.5714490774876,0,0,1,1,1,1,1,0,0,0,0,0
219,2022,2,6,2022-02-06,00:36:00,3,OK,40,0,2,0,0,0,0,31.84533711431411,-91.55185010462671,0,0,1,1,1,1,1,0,0,0,0,0
220,2011,5,24,2011-05-24,07:35:00,9,OK,40,0,1,0,0,0,0,28.267550074397864,-97.50407104211399,0,0,1,1,1,1,1,0,0,0,0,0
221,2018,9,22,2018-09-22,22:38:00,3,OK,40,0,4,0,0,0,0,33.53953231406454,-88.395036668574,0,0,1,1,1,1,1,0,0,0,0,0
222,2014,11,13,2014-11-13,19:36:00,9,OK,40,0,3,0,0,0,0,36.54265974848668,-82.05133346541481,0,0,1,1,1,1,1,0,0,0,0,0
223,2019,3,16,2019-03-16,05:30:00,3,OK,40,0,4,0,0,0,0,28.482169881911275,-91.6221514696317,0,0,1,1,1,1,1,0,0,0,0,0
224,2010,5,27,2010-05-27,04:50:00,3,OK,40,0,2,0,0,0,0,37.50722110057642,-81.7854953031432,0,0,1,1,1,1,1,0,0,0,0,0
225,2021,10,27,2021-10-27,19:19:00,9,OK,40,0,1,0,0,0,0,42.86280717417091,-89.92944360435196,0,0,1,1,1,1,1,0,0,0,0,0
226,2022,8,11,2022-08-11,04:38:00,9,OK,40,0,0,0,0,0,0,39.98044730508339,-87.58316875115047,0,0,1,1,1,1,1,0,0,0,0,0
227,2017,1,6,2017-01-06,05:44:00,3,OK,40,0,-9,0,0,0,0,38.59046149063117,-83.34023047888715,0,0,1,1,1,1,1,0,0,0,0,0
228,2012,6,27,2012-06-27,12:35:00,3,OK,40,0,2,0,0,0,0,44.25134976204027,-88.70805780718557,0,0,1,1,1,1,1,0,0,0,0,0
229,2022,9,27,2022-09-27,17:14:00,3,OK,40,0,4,0,0,0,0,44.2907486753158,-98.18061321408874,0,0,1,1,1,1,1,0,0,0,0,0
230,2023,8,22,2023-08-22,19:29:00,3,OK,40,0,4,0,0,0,0,42.01252998495489,-80.3804119839921,0,0,1,1,1,1,1,0,0,0,0,0
231,2017,9,14,2017-09-14,12:51:00,3,OK,40,0,-9,0,0,0,0,38.33161140555947,-95.08301396174332,0,0,1,1,1,1,1,0,0,0,0,0
232,2020,2,13,2020-02-13,06:56:00,9,OK,40,0,-9,0,0,0,0,36.29199751146101,-85.78989342739602,0,0,1,1,1,1,1,0,0,0,0,0
233,2019,5,7,2019-05-07,07:17:00,9,OK,40,0,2,0,0,0,0,28.226373925189943,-89.89773122764522,0,0,1,1,1,1,1,0,0,0,0,0
234,2011,2,28,2011-02-28,20:03:00,3,OK,40,0,2,0,0,0,0,38.3064524058512,-90.42454726364583,0,0,1,1,1,1,1,0,0,0,0,0
235,2019,12,3,2019-12-03,16:29:00,9,OK,40,0,3,0,0,0,0,44.81449728106651,-95.12118362266217,0,0,1,1,1,1,1,0,0,0,0,0
236,2020,3,23,2020-03-23,00:27:00,9,OK,40,0,1,0,0,0,0,41.907717850408496,-85.55698468599792,0,0,1,1,1,1,1,0,0,0,0,0
237,2019,7,19,2019-07-19,23:03:00,3,OK,40,0,4,0,0,0,0,33.790278946033986,-97.74423470338026,0,0,1,1,1,1,1,0,0,0,0,0
238,2020,3,18,2020-03-18,15:33:00,3,OK,40,0,0,0,0,0,0,30.584799425755175,-80.1909338127703,0,0,1,1,1,1,1,0,0,0,0,0
239,2012,8,25,2012-08-25,10:53:00,3,OK,40,0,1,0,0,0,0,41.32899644594162,-83.09252925785592,0,0,1,1,1,1,1,0,0,0,0,0
240,2021,12,19,2021-12-19,03:51:00,9,OK,40,0,4,0,0,0,0,40.64694295073961,-89.30982119988415,0,0,1,1,1,1,1,0,0,0,0,0
241,2012,5,10,2012-05-10,03:54:00,3,OK,40,0,4,0,0,0,0,44.439795463648494,-91.50894087883981,0,0,1,1,1,1,1,0,0,0,0,0
242,2011,3,10,2011-03-10,16:27:00,9,OK,40,0,0,0,0,0,0,42.87232015296876,-94.27070735080265,0,0,1,1,1,1,1,0,0,0,0,0
243,2023,6,7,2023-06-07,16:36:00,9,OK,40,0,0,0,0,0,0,37.446264629630925,-89.96817058118465,0,0,1,1,1,1,1,0,0,0,0,0
244,2013,11,30,2013-11-30,09:56:00,9,OK,40,0,3,0,0,0,0,29.721832198400616,-82.41165075951665,0,0,1,1,1,1,1,0,0,0,0,0
245,2021,10,7,2021-10-07,20:21:00,9,OK,40,0,1,0,0,0,0,36.21951119252732,-94.49987198598633,0,0,1,1,1,1,1,0,0,0,0,0
246,2020,10,4,2020-10-04,20:39:00,9,OK,40,0,2,0,0,0,0,33.33281591837939,-89.98925082393728,0,0,1,1,1,1,1,0,0,0,0,0
247,2016,12,21,2016-12-21,05:42:00,9,OK,40,0,-9,0,0,0,0,36.710944194422275,-95.30900195865938,0,0,1,1,1,1,1,0,0,0,0,0
248,2010,11,26,2010-11-26,16:10:00,9,OK,40,0,4,0,0,0,0,33.1289267688741,-93.25701772670097,0,0,1,1,1,1,1,0,0,0,0,0
249,2019,11,22,2019-11-22,17:29:00,9,OK,40,0,3,0,0,0,0,42.65099086358513,-96.19478982153335,0,0,1,1,1,1,1,0,0,0,0,0
250,2010,7,29,2010-07-29,21:49:00,9,OK,40,0,3,0,0,0,0,42.35355923770798,-80.18921612157624,0,0,1,1,1,1,1,0,0,0,0,0
251,2020,11,12,2020-11-12,09:29:00,3,OK,40,0,3,0,0,0,0,33.36290767183995,-88.57005107075089,0,0,1,1,1,1,1,0,0,0,0,0
252,2012,11,6,2012-11-06,12:58:00,9,OK,40,0,2,0,0,0,0,38.192882888357914,-85.34369751926609,0,0,1,1,1,1,1,0,0,0,0,0
253,2010,6,14,2010-06-14,15:24:00,9,OK,40,0,4,0,0,0,0,35.31307457986392,-98.03500173095927,0,0,1,1,1,1,1,0,0,0,0,0
254,2011,8,30,2011-08-30,06:50:00,9,OK,40,0,-9,0,0,0,0,43.45457686948558,-92.67764899851369,0,0,1,1,1,1,1,0,0,0,0,0
255,2013,5,4,2013-05-04,14:16:00,9,OK,40,0,0,0,0,0,0,31.185135324247486,-82.14720393905357,0,0,1,1,1,1,1,0,0,0,0,0
256,2013,8,24,2013-08-24,01:00:00,3,OK,40,0,4,0,0,0,0,39.86138283034431,-98.31123347152104,0,0,1,1,1,1,1,0,0,0,0,0
257,2021,8,3,2021-08-03,04:36:00,3,OK,40,0,2,0,0,0,0,44.496380573232685,-96.69033543320774,0,0,1,1,1,1,1,0,0,0,0,0
258,2012,8,10,2012-08-10,16:34:00,3,OK,40,0,1,0,0,0,0,30.979683832572533,-87.49164779297664,0,0,1,1,1,1,1,0,0,0,0,0
259,2023,7,27,2023-07-27,04:59:00,3,OK,40,0,1,0,0,0,0,31.433429283211453,-87.5442201179155,0,0,1,1,1,1,1,0,0,0,0,0
260,2018,9,1,2018-09-01,07:13:00,9,OK,40,0,2,0,0,0,0,39.793296757427875,-83.23545911092141,0,0,1,1,1,1,1,0,0,0,0,0
261,2017,8,30,2017-08-30,23:01:00,9,OK,40,0,3,0,0,0,0,41.245616716923536,-81.29014472257157,0,0,1,1,1,1,1,0,0,0,0,0
262,2010,6,10,2010-06-10,14:59:00,9,OK,40,0,2,0,0,0,0,36.33933393149685,-97.16027049149473,0,0,1,1,1,1,1,0,0,0,0,0
263,2016,1,5,2016-01-05,07:02:00,3,OK,40,0,4,0,0,0,0,38.36466990750106,-94.81252362946,0,0,1,1,1,1,1,0,0,0,0,0
264,2022,10,25,2022-10-25,22:02:00,9,OK,40,0,-9,0,0,0,0,31.615600949801088,-91.45077188613489,0,0,1,1,1,1,1,0,0,0,0,0
265,2013,1,16,2013-01-16,02:19:00,3,OK,40,0,4,0,0,0,0,36.102441885644545,-99.98193428957501,0,0,1,1,1,1,1,0,0,0,0,0
266,2018,6,13,2018-06-13,22:52:00,3,OK,40,0,0,0,0,0,0,29.90522197487356,-98.6037139408061,0,0,1,1,1,1,1,0,0,0,0,0
267,2015,3,24,2015-03-24,16:58:00,9,OK,40,0,0,0,0,0,0,33.4641727296863,-95.47017444117957,0,0,1,1,1,1,1,0,0,0,0,0
268,2018,3,19,2018-03-19,15:12:00,3,OK,40,0,0,0,0,0,0,32.84125498552622,-90.37796071968377,0,0,1,1,1,1,1,0,0,0,0,0
269,2017,7,26,2017-07-26,15:30:00,3,OK,40,0,4,0,0,0,0,35.55863112174114,-94.96954523662774,0,0,1,1,1,1,1,0,0,0,0,0
270,2012,1,3,2012-01-03,18:39:00,9,OK,40,0,0,0,0,0,0,43.81214815814285,-82.46636215553903,0,0,1,1,1,1,1,0,0,0,0,0
271,2023,10,8,2023-10-08,11:21:00,9,OK,40,0,3,0,0,0,0,31.08155025651332,-93.51454248915978,0,0,1,1,1,1,1,0,0,0,0,0
272,2010,10,9,2010-10-09,23:13:00,3,OK,40,0,4,0,0,0,0,34.82360019262025,-81.50754375714743,0,0,1,1,1,1,1,0,0,0,0,0
273,2023,5,29,2023-05-29,14:49:00,3,OK,40,0,4,0,0,0,0,38.46515272486396,-80.5042547853058,0,0,1,1,1,1,1,0,0,0,0,0
274,2020,7,21,2020-07-21,07:26:00,9,OK,40,0,1,0,0,0,0,44.091470463258034,-91.00276932184842,0,0,1,1,1,1,1,0,0,0,0,0
275,2022,7,3,2022-07-03,02:51:00,3,OK,40,0,1,0,0,0,0,30.263519256108058,-95.45742366201353,0,0,1,1,1,1,1,0,0,0,0,0
276,2013,8,1,2013-08-01,22:12:00,3,OK,40,0,2,0,0,0,0,43.60390248888293,-94.16667733153993,0,0,1,1,1,1,1,0,0,0,0,0
277,2019,4,20,2019-04-20,17:49:00,3,OK,40,0,0,0,0,0,0,29.377914406779045,-84.47332636681108,0,0,1,1,1,1,1,0,0,0,0,0
278,2011,8,19,2011-08-19,03:00:00,9,OK,40,0,1,0,0,0,0,36.172603751724495,-94.53300584414818,0,0,1,1,1,1,1,0,0,0,0,0
279,2011,10,10,2011-10-10,07:01:00,3,OK,40,0,-9,0,0,0,0,35.72802774291821,-92.3883426415943,0,0,1,1,1,1,1,0,0,0,0,0
280,2021,1,23,2021-01-23,13:36:00,3,OK,40,0,2,0,0,0,0,31.563246390912326,-90.42848283036301,0,0,1,1,1,1,1,0,0,0,0,0
281,2011,7,28,2011-07-28,16:10:00,3,OK,40,0,3,0,0,0,0,33.90681435796941,-88.49777767060031,0,0,1,1,1,1,1,0,0,0,0,0
282,2010,9,14,2010-09-14,05:42:00,9,OK,40,0,1,0,0,0,0,35.72080956192277,-80.07799119397524,0,0,1,1,1,1,1,0,0,0,0,0
283,2018,10,14,2018-10-14,04:32:00,3,OK,40,0,0,0,0,0,0,42.7085948694807,-95.35580489672816,0,0,1,1,1,1,1,0,0,0,0,0
284,2018,12,24,2018-12-24,21:28:00,9,OK,40,0,3,0,0,0,0,44.236090471350515,-92.93152593503662,0,0,1,1,1,1,1,0,0,0,0,0
285,2012,10,25,2012-10-25,13:58:00,3,OK,40,0,-9,0,0,0,0,36.82173653683181,-94.74217645978977,0,0,1,1,1,1,1,0,0,0,0,0
286,2022,3,3,2022-03-03,05:02:00,9,OK,40,0,-9,0,0,0,0,42.79169643500517,-92.77773126712579,0,0,1,1,1,1,1,0,0,0,0,0
287,2018,3,9,2018-03-09,19:28:00,9,OK,40,0,-9,0,0,0,0,38.33891695650525,-97.98390966210759,0,0,1,1,1,1,1,0,0,0,0,0
288,2011,8,10,2011-08-10,11:01:00,9,OK,40,0,3,0,0,0,0,33.93448481379048,-92.80380465517905,0,0,1,1,1,1,1,0,0,0,0,0
289,2023,12,21,2023-12-21,08:13:00,9,OK,40,0,4,0,0,0,0,31.301301529428976,-82.24269937071223,0,0,1,1,1,1,1,0,0,0,0,0
290,2019,1,5,2019-01-05,00:19:00,3,OK,40,0,1,0,0,0,0,35.023291120307,-94.02820304307102,0,0,1,1,1,1,1,0,0,0,0,0
291,2017,11,7,2017-11-07,17:47:00,9,OK,40,0,1,0,0,0,0,36.888012809705415,-92.56130440301862,0,0,1,1,1,1,1,0,0,0,0,0
292,2012,1,10,2012-01-10,05:17:00,3,OK,40,0,4,0,0,0,0,28.755537600412456,-81.1105167112413,0,0,1,1,1,1,1,0,0,0,0,0
293,2023,8,10,2023-08-10,04:36:00,9,OK,40,0,4,0,0,0,0,30.479299819804464,-85.43242007346264,0,0,1,1,1,1,1,0,0,0,0,0
294,2023,5,15,2023-05-15,01:07:00,9,OK,40,0,0,0,0,0,0,38.20313520768448,-89.66522570363904,0,0,1,1,1,1,1,0,0,0,0,0
295,2019,6,8,2019-06-08,05:53:00,3,OK,40,0,4,0,0,0,0,31.825027109511755,-84.45614543193119,0,0,1,1,1,1,1,0,0,0,0,0
296,2011,3,14,2011-03-14,16:06:00,3,OK,40,0,3,0,0,0,0,42.234548393382056,-97.53640702290993,0,0,1,1,1,1,1,0,0,0,0,0
297,2020,9,3,2020-09-03,06:09:00,3,OK,40,0,1,0,0,0,0,33.55801824616124,-90.71019293558315,0,0,1,1,1,1,1,0,0,0,0,0
298,2020,12,25,2020-12-25,08:15:00,9,OK,40,0,4,0,0,0,0,29.782181523305265,-97.63527742528268,0,0,1,1,1,1,1,0,0,0,0,0
299,2015,1,22,2015-01-22,22:18:00,9,OK,40,0,2,0,0,0,0,29.42002000544039,-95.3276370996084,0,0,1,1,1,1,1,0,0,0,0,0
300,2014,3,13,2014-03-13,19:29:00,3,OK,40,0,0,0,0,0,0,43.93109134904026,-97.16265480519483,0,0,1,1,1,1,1,0,0,0,0,0
301,2012,10,17,2012-10-17,04:53:00,9,OK,40,0,1,0,0,0,0,30.006345291111945,-92.76397521661721,0,0,1,1,1,1,1,0,0,0,0,0
302,2012,7,30,2012-07-30,20:42:00,9,OK,40,0,2,0,0,0,0,30.39546599075502,-92.36721359208148,0,0,1,1,1,1,1,0,0,0,0,0
303,2017,12,13,2017-12-13,10:18:00,3,OK,40,0,0,0,0,0,0,42.6653229848568,-81.05382836333519,0,0,1,1,1,1,1,0,0,0,0,0
304,2011,3,26,2011-03-26,10:02:00,3,OK,40,0,-9,0,0,0,0,32.32289821471485,-94.71748537624941,0,0,1,1,1,1,1,0,0,0,0,0
305,2019,4,22,2019-04-22,03:29:00,3,OK,40,0,-9,0,0,0,0,39.32117398282507,-90.55142309366965,0,0,1,1,1,1,1,0,0,0,0,0
306,2018,7,23,2018-07-23,22:17:00,3,OK,40,0,2,0,0,0,0,41.88433667950815,-83.77241192073026,0,0,1,1,1,1,1,0,0,0,0,0
307,2012,3,27,2012-03-27,05:35:00,9,OK,40,0,-9,0,0,0,0,38.32207088221327,-83.68764827126677,0,0,1,1,1,1,1,0,0,0,0,0
308,2015,10,9,2015-10-09,09:56:00,9,OK,40,0,2,0,0,0,0,44.27730523861344,-84.99313625929959,0,0,1,1,1,1,1,0,0,0,0,0
309,2014,8,18,2014-08-18,08:19:00,3,OK,40,0,0,0,0,0,0,40.051009287434304,-94.24332475719854,0,0,1,1,1,1,1,0,0,0,0,0
310,2021,8,30,2021-08-30,17:16:00,9,OK,40,0,1,0,0,0,0,29.91677566836219,-90.10056761177286,0,0,1,1,1,1,1,0,0,0,0,0
311,2019,12,22,2019-12-22,19:23:00,9,OK,40,0,0,0,0,0,0,37.49297045127996,-96.27576809626554,0,0,1,1,1,1,1,0,0,0,0,0
312,2012,8,3,2012-08-03,08:12:00,9,OK,40,0,2,0,0,0,0,40.20917094351613,-96.23200954434391,0,0,1,1,1,1,1,0,0,0,0,0
313,2010,7,21,2010-07-21,10:35:00,9,OK,40,0,3,0,0,0,0,41.63327308634857,-91.28317573723378,0,0,1,1,1,1,1,0,0,0,0,0
314,2014,12,11,2014-12-11,01:45:00,9,OK,40,0,3,0,0,0,0,28.447462699829558,-85.22815557514117,0,0,1,1,1,1,1,0,0,0,0,0
315,2015,2,6,2015-02-06,14:56:00,9,OK,40,0,4,0,0,0,0,40.22094155961422,-89.46831480004325,0,0,1,1,1,1,1,0,0,0,0,0
316,2011,7,5,2011-07-05,05:02:00,3,OK,40,0,4,0,0,0,0,42.036573957330646,-82.26633558305096,0,0,1,1,1,1,1,0,0,0,0,0
317,2020,4,9,2020-04-09,16:20:00,9,OK,40,0,4,0,0,0,0,40.696174785901064,-83.38182404444848,0,0,1,1,1,1,1,0,0,0,0,0
318,2014,7,31,2014-07-31,03:03:00,9,OK,40,0,2,0,0,0,0,36.70993547614517,-99.36789114359189,0,0,1,1,1,1,1,0,0,0,0,0
319,2015,8,3,2015-08-03,07:17:00,9,OK,40,0,-9,0,0,0,0,35.78635637250965,-88.63161914267567,0,0,1,1,1,1,1,0,0,0,0,0
320,2012,6,22,2012-06-22,01:44:00,3,OK,40,0,2,0,0,0,0,37.34011591609687,-87.81677471288714,0,0,1,1,1,1,1,0,0,0,0,0
321,2011,5,20,2011-05-20,23:38:00,9,OK,40,0,4,0,0,0,0,39.97894288005224,-80.76849711399836,0,0,1,1,1,1,1,0,0,0,0,0
322,2020,6,8,2020-06-08,08:42:00,9,OK,40,0,1,0,0,0,0,43.689542940752254,-99.53526746582277,0,0,1,1,1,1,1,0,0,0,0,0
323,2014,1,19,2014-01-19,00:10:00,9,OK,40,0,0,0,0,0,0,38.48959858089913,-89.37792458062742,0,0,1,1,1,1,1,0,0,0,0,0
324,2022,4,24,2022-04-24,23:37:00,9,OK,40,0,2,0,0,0,0,43.093183206818985,-95.90437276128296,0,0,1,1,1,1,1,0,0,0,0,0
325,2018,7,26,2018-07-26,05:42:00,9,OK,40,0,4,0,0,0,0,39.92136640657736,-98.92674187416821,0,0,1,1,1,1,1,0,0,0,0,0
326,2020,6,18,2020-06-18,15:40:00,3,OK,40,0,1,0,0,0,0,29.16171841646041,-88.25022950536554,0,0,1,1,1,1,1,0,0,0,0,0
327,2017,6,4,2017-06-04,06:47:00,9,OK,40,0,3,0,0,0,0,36.51407923002757,-84.54791712734395,0,0,1,1,1,1,1,0,0,0,0,0
328,2010,10,8,2010-10-08,23:27:00,9,OK,40,0,2,0,0,0,0,32.87026792135912,-84.50269101549624,0,0,1,1,1,1,1,0,0,0,0,0
329,2012,10,25,2012-10-25,15:04:00,3,OK,40,0,-9,0,0,0,0,32.84797377825373,-99.39423179688187,0,0,1,1,1,1,1,0,0,0,0,0
330,2017,4,14,2017-04-14,05:51:00,3,OK,40,0,4,0,0,0,0,34.05076837067173,-91.86107199456822,0,0,1,1,1,1,1,0,0,0,0,0
331,2023,12,19,2023-12-19,09:22:00,9,OK,40,0,2,0,0,0,0,33.35045712400809,-99.10980745702759,0,0,1,1,1,1,1,0,0,0,0,0
332,2016,6,11,2016-06-11,17:37:00,9,OK,40,0,4,0,0,0,0,37.8363696619907,-95.0432270601846,0,0,1,1,1,1,1,0,0,0,0,0
333,2016,7,19,2016-07-19,16:35:00,9,OK,40,0,3,0,0,0,0,39.62122550601047,-96.14238594484104,0,0,1,1,1,1,1,0,0,0,0,0
334,2010,6,3,2010-06-03,16:30:00,3,OK,40,0,4,0,0,0,0,32.5687395803045,-95.69634841515685,0,0,1,1,1,1,1,0,0,0,0,0
335,2020,7,27,2020-07-27,11:07:00,9,OK,40,0,4,0,0,0,0,30.20596458366248,-93.21763171930942,0,0,1,1,1,1,1,0,0,0,0,0
336,2016,8,2,2016-08-02,14:24:00,3,OK,40,0,1,0,0,0,0,28.999748255885855,-94.45163916328003,0,0,1,1,1,1,1,0,0,0,0,0
